"","Date","State","TotalSamples","Negative","Positive"
"417",2020-05-06,"Andhra Pradesh",141274,139497,1777
"418",2020-05-07,"Andhra Pradesh",149361,147528,1833
"419",2020-05-08,"Andhra Pradesh",156681,154794,1887
"420",2020-05-09,"Andhra Pradesh",165069,163139,1930
"421",2020-05-10,"Andhra Pradesh",173735,171755,1980
"422",2020-05-11,"Andhra Pradesh",181144,179126,2018
"423",2020-05-12,"Andhra Pradesh",191874,189823,2051
"424",2020-05-13,"Andhra Pradesh",201196,199059,2137
"425",2020-05-14,"Andhra Pradesh",210452,208247,2100
"426",2020-05-15,"Andhra Pradesh",219490,217183,2157
"427",2020-05-17,"Andhra Pradesh",238998,236618,2230
"428",2020-05-18,"Andhra Pradesh",248771,246279,2282
"429",2020-05-19,"Andhra Pradesh",258450,255961,2339
"430",2020-05-20,"Andhra Pradesh",267612,265052,2407
"431",2020-05-21,"Andhra Pradesh",275704,273099,2452
"432",2020-05-22,"Andhra Pradesh",284119,281452,2514
"433",2020-05-23,"Andhra Pradesh",292969,290255,2561
"434",2020-05-24,"Andhra Pradesh",304326,301529,2627
"435",2020-05-25,"Andhra Pradesh",314566,311680,2671
"436",2020-05-26,"Andhra Pradesh",322714,319731,2719
"437",2020-05-27,"Andhra Pradesh",332378,329261,2787
"438",2020-05-28,"Andhra Pradesh",342236,338991,2841
"439",2020-05-29,"Andhra Pradesh",353874,350544,2874
"440",2020-05-30,"Andhra Pradesh",363378,359917,2944
"441",2020-05-31,"Andhra Pradesh",372748,369177,3045
"442",2020-06-01,"Andhra Pradesh",383315,379639,3118
"443",2020-06-02,"Andhra Pradesh",395681,391890,3200
"444",2020-06-03,"Andhra Pradesh",403747,399776,3279
"445",2020-06-04,"Andhra Pradesh",413733,409621,3377
"446",2020-06-05,"Andhra Pradesh",423564,419314,3427
"447",2020-06-06,"Andhra Pradesh",436335,431875,3588
"448",2020-06-07,"Andhra Pradesh",454030,449371,3718
"449",2020-06-08,"Andhra Pradesh",468276,463463,3843
"450",2020-06-09,"Andhra Pradesh",483361,478332,3990
"451",2020-06-10,"Andhra Pradesh",498716,493469,4126
"452",2020-06-11,"Andhra Pradesh",510318,504889,4261
"453",2020-06-12,"Andhra Pradesh",522093,516457,4402
"454",2020-06-13,"Andhra Pradesh",536570,530712,4588
"455",2020-06-14,"Andhra Pradesh",552202,546050,4841
"456",2020-06-15,"Andhra Pradesh",567375,560919,5087
"457",2020-06-16,"Andhra Pradesh",583286,576566,5280
"458",2020-06-17,"Andhra Pradesh",598474,591403,5555
"459",2020-06-18,"Andhra Pradesh",612397,604901,5854
"460",2020-06-19,"Andhra Pradesh",630006,622045,7961
"461",2020-06-20,"Andhra Pradesh",652377,643925,8452
"462",2020-06-21,"Andhra Pradesh",676828,667899,8929
"463",2020-06-22,"Andhra Pradesh",693548,684176,9372
"464",2020-06-23,"Andhra Pradesh",714187,704353,9834
"465",2020-06-24,"Andhra Pradesh",750234,739903,10331
"466",2020-06-25,"Andhra Pradesh",769319,758435,10884
"467",2020-06-26,"Andhra Pradesh",791624,780135,11489
"468",2020-06-27,"Andhra Pradesh",816082,803797,12285
"469",2020-06-28,"Andhra Pradesh",841860,828762,13098
"470",2020-06-29,"Andhra Pradesh",872076,858185,13891
"471",2020-06-30,"Andhra Pradesh",890190,875595,14595
"472",2020-07-01,"Andhra Pradesh",918429,903177,15252
"473",2020-07-02,"Andhra Pradesh",932713,916616,16097
"474",2020-07-03,"Andhra Pradesh",971611,954677,16934
"475",2020-07-04,"Andhra Pradesh",996573,978874,17699
"476",2020-07-05,"Andhra Pradesh",1017140,998443,18697
"477",2020-07-06,"Andhra Pradesh",1033852,1013833,20019
"478",2020-07-07,"Andhra Pradesh",1050090,1028897,21197
"479",2020-07-08,"Andhra Pradesh",1077733,1055474,22259
"480",2020-07-09,"Andhra Pradesh",1094615,1070801,23814
"481",2020-07-10,"Andhra Pradesh",1115635,1090213,25422
"482",2020-07-11,"Andhra Pradesh",1136225,1108990,27235
"483",2020-07-12,"Andhra Pradesh",1153849,1124681,29168
"484",2020-07-13,"Andhra Pradesh",1173096,1141993,31103
"485",2020-07-14,"Andhra Pradesh",1195766,1162747,33019
"486",2020-07-15,"Andhra Pradesh",1217963,1182512,35451
"487",2020-07-16,"Andhra Pradesh",1240267,1202223,38044
"488",2020-07-17,"Andhra Pradesh",1260512,1219866,40646
"489",2020-07-18,"Andhra Pradesh",1284384,1239775,44609
"490",2020-07-19,"Andhra Pradesh",1315532,1265882,49650
"491",2020-07-20,"Andhra Pradesh",1349112,1295388,53724
"492",2020-07-21,"Andhra Pradesh",1386274,1327606,58668
"493",2020-07-22,"Andhra Pradesh",1435827,1371114,64713
"494",2020-07-23,"Andhra Pradesh",1493879,1421168,72711
"495",2020-07-24,"Andhra Pradesh",1541993,1461135,80858
"496",2020-07-25,"Andhra Pradesh",1595674,1507003,88671
"497",2020-07-26,"Andhra Pradesh",1643319,1547021,96298
"498",2020-07-27,"Andhra Pradesh",1686446,1584097,102349
"499",2020-07-28,"Andhra Pradesh",1749425,1639128,110297
"500",2020-07-29,"Andhra Pradesh",1820009,1699619,120390
"501",2020-07-30,"Andhra Pradesh",1890077,1759520,130557
"502",2020-07-31,"Andhra Pradesh",1951776,1810843,140933
"503",2020-08-01,"Andhra Pradesh",2012573,1862364,150209
"504",2020-08-02,"Andhra Pradesh",2065407,1906643,158764
"505",2020-08-03,"Andhra Pradesh",2110923,1944337,166586
"506",2020-08-04,"Andhra Pradesh",2175070,1998737,176333
"507",2020-08-05,"Andhra Pradesh",2235646,2049185,186461
"508",2020-08-06,"Andhra Pradesh",2299332,2102543,196789
"509",2020-08-07,"Andhra Pradesh",2362270,2155310,206960
"510",2020-08-08,"Andhra Pradesh",2424393,2207353,217040
"511",2020-08-09,"Andhra Pradesh",2487305,2259445,227860
"512",2020-08-10,"Andhra Pradesh",2534304,2298779,235525
"513",2020-08-11,"Andhra Pradesh",2592619,2348070,NA
"514",2020-08-12,"Andhra Pradesh",2649767,2395621,NA
"515",2020-08-13,"Andhra Pradesh",2705459,2441317,NA
"516",2020-08-14,"Andhra Pradesh",2758485,2485400,NA
"517",2020-08-15,"Andhra Pradesh",2812197,2530380,NA
"518",2020-08-16,"Andhra Pradesh",2860943,2571114,NA
"519",2020-08-17,"Andhra Pradesh",2905521,2608912,NA
"520",2020-08-18,"Andhra Pradesh",2961611,2658245,NA
"521",2020-08-19,"Andhra Pradesh",3019296,2703293,NA
"522",2020-08-20,"Andhra Pradesh",3074847,2749451,NA
"523",2020-08-21,"Andhra Pradesh",3129857,2794917,NA
"524",2020-08-22,"Andhra Pradesh",3191326,2846110,NA
"525",2020-08-23,"Andhra Pradesh",3238038,2884927,NA
"526",2020-08-24,"Andhra Pradesh",3292501,2930789,NA
"527",2020-08-25,"Andhra Pradesh",3356852,2985213,NA
"528",2020-08-26,"Andhra Pradesh",3418690,3036221,NA
"529",2020-08-27,"Andhra Pradesh",3479990,3086900,NA
"530",2020-08-28,"Andhra Pradesh",3541321,3137705,NA
"531",2020-08-29,"Andhra Pradesh",3603345,3189181,NA
"532",2020-08-30,"Andhra Pradesh",3666422,3241655,NA
"533",2020-08-31,"Andhra Pradesh",3722912,3288141,NA
"534",2020-09-01,"Andhra Pradesh",3782746,3337607,NA
"535",2020-09-02,"Andhra Pradesh",3843550,3388019,NA
"536",2020-09-03,"Andhra Pradesh",3905775,3442940,NA
"537",2020-09-04,"Andhra Pradesh",3965694,3492083,NA
"538",2020-09-05,"Andhra Pradesh",4035317,3547986,NA
"539",2020-09-06,"Andhra Pradesh",4107890,3612660,NA
"540",2020-09-07,"Andhra Pradesh",4166077,3659584,NA
"541",2020-09-08,"Andhra Pradesh",4237070,3719976,NA
"542",2020-09-09,"Andhra Pradesh",4308762,3781250,NA
"543",2020-09-10,"Andhra Pradesh",4380991,3843304,NA
"544",2020-09-11,"Andhra Pradesh",4452128,3904442,NA
"545",2020-09-12,"Andhra Pradesh",4527593,3970006,NA
"546",2020-09-13,"Andhra Pradesh",4599826,4032703,NA
"547",2020-09-14,"Andhra Pradesh",4661355,4086276,NA
"548",2020-09-15,"Andhra Pradesh",4731866,4147941,NA
"549",2020-09-16,"Andhra Pradesh",4806879,4214119,NA
"550",2020-09-17,"Andhra Pradesh",4884371,4282909,NA
"551",2020-09-18,"Andhra Pradesh",4959081,4349523,NA
"552",2020-09-19,"Andhra Pradesh",5033676,NA,NA
"553",2020-09-20,"Andhra Pradesh",5104131,NA,NA
"554",2020-09-21,"Andhra Pradesh",5160700,4528951,NA
"555",2020-09-22,"Andhra Pradesh",5229529,4590227,NA
"556",2020-09-23,"Andhra Pradesh",5302367,4655837,NA
"557",2020-09-24,"Andhra Pradesh",5378367,4723982,NA
"558",2020-09-25,"Andhra Pradesh",5447796,4786338,NA
"559",2020-09-26,"Andhra Pradesh",5523786,4855035,NA
"560",2020-09-27,"Andhra Pradesh",5600202,4924528,NA
"561",2020-09-28,"Andhra Pradesh",5666323,4985162,NA
"562",2020-09-29,"Andhra Pradesh",5734752,5047401,NA
"563",2020-09-30,"Andhra Pradesh",5806558,5113074,NA
"564",2020-10-01,"Andhra Pradesh",5878135,5177900,NA
"565",2020-10-02,"Andhra Pradesh",5948534,5241744,NA
"566",2020-10-03,"Andhra Pradesh",6021395,5308381,NA
"567",2020-10-04,"Andhra Pradesh",6094206,NA,NA
"568",2020-10-05,"Andhra Pradesh",6150351,5426839,NA
"569",2020-10-06,"Andhra Pradesh",6216240,5486933,NA
"570",2020-10-07,"Andhra Pradesh",6283009,5548582,NA
"571",2020-10-08,"Andhra Pradesh",6349953,5610234,NA
"572",2020-10-09,"Andhra Pradesh",6420474,5675610,NA
"573",2020-10-10,"Andhra Pradesh",6494099,NA,NA
"574",2020-10-11,"Andhra Pradesh",6569616,5813889,NA
"575",2020-10-12,"Andhra Pradesh",6630728,5871777,NA
"576",2020-10-13,"Andhra Pradesh",6702810,5939237,NA
"577",2020-10-14,"Andhra Pradesh",6772273,6004808,NA
"578",2020-10-15,"Andhra Pradesh",6846040,6074537,NA
"579",2020-10-16,"Andhra Pradesh",6920377,6144907,NA
"580",2020-10-17,"Andhra Pradesh",6991258,6212112,NA
"581",2020-10-18,"Andhra Pradesh",7066203,6283071,NA
"582",2020-10-19,"Andhra Pradesh",7127533,6341483,NA
"583",2020-10-20,"Andhra Pradesh",7196628,6407075,NA
"584",2020-10-21,"Andhra Pradesh",7271050,6477751,NA
"585",2020-10-22,"Andhra Pradesh",7347776,6550857,NA
"586",2020-10-23,"Andhra Pradesh",7428014,6627330,NA
"587",2020-10-24,"Andhra Pradesh",7502933,NA,NA
"588",2020-10-25,"Andhra Pradesh",7570352,NA,NA
"589",2020-10-26,"Andhra Pradesh",7621896,NA,NA
"590",2020-10-27,"Andhra Pradesh",7696653,6884828,NA
"591",2020-10-28,"Andhra Pradesh",7773681,6958907,NA
"592",2020-10-29,"Andhra Pradesh",7862459,7044780,NA
"593",2020-10-30,"Andhra Pradesh",7946860,7126295,NA
"594",2020-10-31,"Andhra Pradesh",8028905,NA,NA
"595",2020-11-01,"Andhra Pradesh",8117685,NA,NA
"596",2020-11-02,"Andhra Pradesh",8182266,7354384,NA
"597",2020-11-03,"Andhra Pradesh",8266800,7436069,NA
"598",2020-11-04,"Andhra Pradesh",8342265,7509057,NA
"599",2020-11-05,"Andhra Pradesh",8427629,7591676,NA
"600",2020-11-06,"Andhra Pradesh",8507230,7668867,NA
"601",2020-11-07,"Andhra Pradesh",8587312,NA,NA
"602",2020-11-08,"Andhra Pradesh",8663975,7821008,NA
"603",2020-11-09,"Andhra Pradesh",8725025,7880666,NA
"604",2020-11-10,"Andhra Pradesh",8792935,7946690,NA
"605",2020-11-11,"Andhra Pradesh",8863340,8015363,NA
"606",2020-11-12,"Andhra Pradesh",8940488,8090783,NA
"607",2020-11-13,"Andhra Pradesh",9021225,NA,NA
"608",2020-11-14,"Andhra Pradesh",9101048,NA,NA
"609",2020-11-15,"Andhra Pradesh",9154263,NA,NA
"610",2020-11-16,"Andhra Pradesh",9197307,8342543,NA
"611",2020-11-17,"Andhra Pradesh",9264085,8407926,NA
"612",2020-11-18,"Andhra Pradesh",9333703,8476308,NA
"613",2020-11-19,"Andhra Pradesh",9408868,8550157,NA
"614",2020-11-20,"Andhra Pradesh",9474870,8614938,NA
"615",2020-11-21,"Andhra Pradesh",9543177,NA,NA
"616",2020-11-22,"Andhra Pradesh",9615090,NA,NA
"617",2020-11-23,"Andhra Pradesh",9662220,8799462,NA
"618",2020-11-24,"Andhra Pradesh",9727321,8863478,NA
"619",2020-11-25,"Andhra Pradesh",9788047,8923373,NA
"620",2020-11-26,"Andhra Pradesh",9855316,8989611,NA
"621",2020-11-27,"Andhra Pradesh",9913068,9046630,NA
"622",2020-11-28,"Andhra Pradesh",9962416,9095353,NA
"623",2020-11-29,"Andhra Pradesh",10017126,NA,NA
"624",2020-11-30,"Andhra Pradesh",10057854,NA,NA
"625",2020-12-01,"Andhra Pradesh",10109708,9240959,NA
"626",2020-12-02,"Andhra Pradesh",10166696,9297284,NA
"627",2020-12-03,"Andhra Pradesh",10229745,9359669,NA
"628",2020-12-04,"Andhra Pradesh",10293151,NA,NA
"629",2020-12-05,"Andhra Pradesh",10350283,NA,NA
"630",2020-12-06,"Andhra Pradesh",10410612,NA,NA
"631",2020-12-07,"Andhra Pradesh",10453618,9581330,NA
"632",2020-12-08,"Andhra Pradesh",10509805,NA,NA
"633",2020-12-09,"Andhra Pradesh",10570843,NA,NA
"634",2020-12-10,"Andhra Pradesh",10635197,NA,NA
"635",2020-12-11,"Andhra Pradesh",10699622,9359669,NA
"636",2020-12-12,"Andhra Pradesh",10767117,NA,NA
"637",2020-12-13,"Andhra Pradesh",10830990,9955459,NA
"638",2020-12-14,"Andhra Pradesh",10875925,10000089,NA
"639",2020-12-15,"Andhra Pradesh",10937377,10061041,NA
"640",2020-12-16,"Andhra Pradesh",11001476,10124662,NA
"641",2020-12-17,"Andhra Pradesh",11065297,10187949,NA
"642",2020-12-18,"Andhra Pradesh",11134359,10256553,NA
"643",2020-12-19,"Andhra Pradesh",11196574,NA,NA
"644",2020-12-20,"Andhra Pradesh",11260810,NA,NA
"645",2020-12-21,"Andhra Pradesh",11301105,10422168,NA
"646",2020-12-22,"Andhra Pradesh",11357530,10478191,NA
"647",2020-12-23,"Andhra Pradesh",11415249,10535528,NA
"648",2020-12-24,"Andhra Pradesh",11474797,10594722,NA
"649",2020-12-25,"Andhra Pradesh",11531206,10650776,NA
"650",2020-12-26,"Andhra Pradesh",11574117,10693405,NA
"651",2020-12-27,"Andhra Pradesh",11620503,NA,NA
"652",2020-12-28,"Andhra Pradesh",11657884,NA,NA
"653",2020-12-29,"Andhra Pradesh",11708678,10827079,NA
"654",2020-12-30,"Andhra Pradesh",11764418,10882470,NA
"655",2020-12-31,"Andhra Pradesh",11825566,10943280,NA
"656",2021-01-01,"Andhra Pradesh",11884085,11001473,NA
"657",2021-01-02,"Andhra Pradesh",11932603,11049753,NA
"658",2021-01-03,"Andhra Pradesh",11972780,11089698,NA
"659",2021-01-04,"Andhra Pradesh",12002494,11119284,NA
"660",2021-01-05,"Andhra Pradesh",12053914,11170327,NA
"661",2021-01-06,"Andhra Pradesh",12105121,11221245,NA
"662",2021-01-07,"Andhra Pradesh",12164531,11280360,NA
"663",2021-01-08,"Andhra Pradesh",12224202,12224202,NA
"664",2021-01-09,"Andhra Pradesh",12274647,NA,NA
"665",2021-01-10,"Andhra Pradesh",12324674,NA,NA
"666",2021-01-11,"Andhra Pradesh",12355607,11470570,NA
"667",2021-01-12,"Andhra Pradesh",12396593,11511359,NA
"668",2021-01-13,"Andhra Pradesh",12441272,NA,NA
"669",2021-01-14,"Andhra Pradesh",12482943,11597327,NA
"670",2021-01-15,"Andhra Pradesh",12514639,11628929,NA
"671",2021-01-16,"Andhra Pradesh",12540181,NA,NA
"672",2021-01-17,"Andhra Pradesh",12576272,NA,NA
"673",2021-01-18,"Andhra Pradesh",12604214,NA,NA
"674",2021-01-19,"Andhra Pradesh",12643313,11757068,NA
"675",2021-01-20,"Andhra Pradesh",12690165,11803747,NA
"676",2021-01-21,"Andhra Pradesh",12739648,11853091,NA
"677",2021-01-22,"Andhra Pradesh",12787961,11901267,NA
"678",2021-01-23,"Andhra Pradesh",12831731,11944879,NA
"679",2021-01-24,"Andhra Pradesh",12876113,11989103,NA
"680",2021-01-25,"Andhra Pradesh",12903830,12016764,NA
"681",2021-01-26,"Andhra Pradesh",12942153,12054915,NA
"682",2021-01-27,"Andhra Pradesh",12975961,12088612,NA
"683",2021-01-28,"Andhra Pradesh",13012150,12124684,NA
"684",2021-01-29,"Andhra Pradesh",13054959,12167368,NA
"685",2021-01-30,"Andhra Pradesh",13095962,NA,NA
"686",2021-01-31,"Andhra Pradesh",13137872,NA,NA
"687",2021-02-01,"Andhra Pradesh",13159794,12271894,NA
"688",2021-02-02,"Andhra Pradesh",13189103,12301099,NA
"689",2021-02-03,"Andhra Pradesh",13214548,12326449,NA
"690",2021-02-04,"Andhra Pradesh",13242802,12354624,NA
"691",2021-02-05,"Andhra Pradesh",13276678,12388403,NA
"692",2021-02-06,"Andhra Pradesh",13311542,12423192,NA
"693",2021-02-07,"Andhra Pradesh",13345522,NA,NA
"694",2021-02-08,"Andhra Pradesh",13367616,12479131,NA
"695",2021-02-09,"Andhra Pradesh",13394460,12505905,NA
"696",2021-02-10,"Andhra Pradesh",13422878,12534273,NA
"697",2021-02-11,"Andhra Pradesh",13453405,12564713,NA
"698",2021-02-12,"Andhra Pradesh",13484025,12595265,NA
"699",2021-02-13,"Andhra Pradesh",13517440,NA,NA
"700",2021-02-14,"Andhra Pradesh",13546228,NA,NA
"701",2021-02-15,"Andhra Pradesh",13565062,12676163,NA
"702",2021-02-16,"Andhra Pradesh",13589373,12700414,NA
"703",2021-02-17,"Andhra Pradesh",13615847,12726837,NA
"704",2021-02-18,"Andhra Pradesh",13644086,12755009,NA
"705",2021-02-19,"Andhra Pradesh",13670612,12781456,NA
"706",2021-02-20,"Andhra Pradesh",13697048,NA,NA
"707",2021-02-21,"Andhra Pradesh",13728728,12839430,NA
"708",2021-02-22,"Andhra Pradesh",13746985,12857646,NA
"709",2021-02-23,"Andhra Pradesh",13775253,12888739,NA
"710",2021-02-24,"Andhra Pradesh",13807747,NA,NA
"711",2021-02-25,"Andhra Pradesh",13843190,12953605,NA
"712",2021-02-26,"Andhra Pradesh",13877968,NA,NA
"713",2021-02-27,"Andhra Pradesh",13915009,13025210,NA
"714",2021-02-28,"Andhra Pradesh",13954131,13064215,NA
"715",2021-03-01,"Andhra Pradesh",13974400,13084426,NA
"716",2021-03-02,"Andhra Pradesh",14010204,13120124,NA
"717",2021-03-03,"Andhra Pradesh",14047174,13156959,NA
"718",2021-03-04,"Andhra Pradesh",14092251,13201934,NA
"719",2021-03-05,"Andhra Pradesh",14143911,13253470,NA
"720",2021-03-06,"Andhra Pradesh",14190477,NA,NA
"721",2021-03-07,"Andhra Pradesh",14236179,13345487,NA
"722",2021-03-08,"Andhra Pradesh",14262086,13371320,NA
"723",2021-03-09,"Andhra Pradesh",14307165,13416281,NA
"724",2021-03-10,"Andhra Pradesh",14356138,13465134,NA
"725",2021-03-11,"Andhra Pradesh",14403941,13512763,NA
"726",2021-03-12,"Andhra Pradesh",14448650,13557262,NA
"727",2021-03-13,"Andhra Pradesh",14489098,13597535,NA
"728",2021-03-14,"Andhra Pradesh",14534762,NA,NA
"729",2021-03-15,"Andhra Pradesh",14557366,13665358,NA
"730",2021-03-16,"Andhra Pradesh",14580783,13688514,NA
"731",2021-03-17,"Andhra Pradesh",14611499,13718977,NA
"732",2021-03-18,"Andhra Pradesh",14642664,13749924,NA
"733",2021-03-19,"Andhra Pradesh",14674210,13781224,NA
"734",2021-03-20,"Andhra Pradesh",14705188,13811822,NA
"735",2021-03-21,"Andhra Pradesh",14736326,13842592,NA
"736",2021-03-22,"Andhra Pradesh",14771701,13877657,NA
"737",2021-03-23,"Andhra Pradesh",14805335,13910799,NA
"738",2021-03-24,"Andhra Pradesh",14840401,13945280,NA
"739",2021-03-25,"Andhra Pradesh",14875597,13979718,NA
"740",2021-03-26,"Andhra Pradesh",14916201,14019338,NA
"741",2021-03-27,"Andhra Pradesh",14958897,NA,NA
"742",2021-03-28,"Andhra Pradesh",14990039,14091224,NA
"743",2021-03-29,"Andhra Pradesh",15021364,14121552,NA
"744",2021-03-30,"Andhra Pradesh",15052215,NA,NA
"745",2021-03-31,"Andhra Pradesh",15083179,14181190,NA
"746",2021-04-01,"Andhra Pradesh",15114988,14211728,NA
"747",2021-04-02,"Andhra Pradesh",15146104,14241556,NA
"748",2021-04-03,"Andhra Pradesh",15177364,14271418,NA
"749",2021-04-04,"Andhra Pradesh",15208436,14300760,NA
"750",2021-04-05,"Andhra Pradesh",15239114,14330112,NA
"751",2021-04-06,"Andhra Pradesh",15270771,14359828,NA
"752",2021-04-07,"Andhra Pradesh",15302583,14389309,NA
"753",2021-04-08,"Andhra Pradesh",15333851,14418019,NA
"754",2021-04-09,"Andhra Pradesh",15365743,14447176,NA
"755",2021-04-10,"Andhra Pradesh",15397672,14475766,NA
"756",2021-04-11,"Andhra Pradesh",15429391,14503990,NA
"757",2021-04-12,"Andhra Pradesh",15463146,14534482,NA
"758",2021-04-13,"Andhra Pradesh",15498728,14565836,NA
"759",2021-04-14,"Andhra Pradesh",15534460,14597411,NA
"760",2021-04-15,"Andhra Pradesh",15570201,14628066,NA
"761",2021-04-16,"Andhra Pradesh",15606163,14657932,NA
"762",2021-04-17,"Andhra Pradesh",15642070,14686615,NA
"763",2021-04-18,"Andhra Pradesh",15677992,14715955,NA
"764",2021-04-19,"Andhra Pradesh",15715757,14747757,NA
"765",2021-04-20,"Andhra Pradesh",15753679,14776692,NA
"766",2021-04-21,"Andhra Pradesh",15793298,14806595,NA
"767",2021-04-22,"Andhra Pradesh",15835169,14837707,NA
"768",2021-04-23,"Andhra Pradesh",15880750,14871522,NA
"769",2021-04-24,"Andhra Pradesh",15931722,14910796,NA
"770",2021-04-25,"Andhra Pradesh",15994607,14961047,NA
"771",2021-04-26,"Andhra Pradesh",16068648,15025207,NA
"772",2021-04-27,"Andhra Pradesh",16143083,15088208,NA
"773",2021-04-28,"Andhra Pradesh",16217831,15148287,NA
"774",2021-04-29,"Andhra Pradesh",16303866,15219530,NA
"775",2021-04-30,"Andhra Pradesh",16390360,15288670,NA
"776",2021-05-01,"Andhra Pradesh",16488574,15367472,NA
"777",2021-05-02,"Andhra Pradesh",16602873,15457851,NA
"778",2021-05-03,"Andhra Pradesh",16718148,15554154,NA
"779",2021-05-04,"Andhra Pradesh",16833932,15649904,NA
"780",2021-05-05,"Andhra Pradesh",16950299,15744067,NA
"781",2021-05-06,"Andhra Pradesh",17060446,15832260,NA
"782",2021-05-07,"Andhra Pradesh",17160870,15915496,NA
"783",2021-05-08,"Andhra Pradesh",17262441,15991002,NA
"784",2021-05-09,"Andhra Pradesh",17367935,16080332,NA
"785",2021-05-10,"Andhra Pradesh",17428059,16125470,NA
"786",2021-05-11,"Andhra Pradesh",17514937,16192003,NA
"787",2021-05-12,"Andhra Pradesh",17605687,16261301,NA
"788",2021-05-13,"Andhra Pradesh",17702133,16335348,NA
